text,expected_entities,anonymized_text,detected_entities,sensitivity_level
"Contrat de location :
- Locataire : Gilbert Le Bertin
- CIN : OW41365
- Téléphone : +212618631116
- Adresse : 54, boulevard Benoît Lagarde, 93744 Lévêque-les-Bains
- Email : audrey13@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 54, boulevard <PERSON>, 93744 Lévêque-les-Bains
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Thierry Martel de Laurent
- CIN : YN88931
- Téléphone : +212642153534
- Adresse : 26, rue Anne Gilles, 40430 Sainte Isabelle
- Email : delannoycorinne@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 26, <LOCATION>, 40430 <LOCATION> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'LOCATION', 'LOCATION', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Élisabeth Chauvin
- CIN : RL48411
- Date de naissance : 30/11/1970
- Adresse : 2, chemin Pelletier, 76275 Sainte Suzanne","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 2, chemin <PERSON>, 76275 Sainte Suzanne","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Email de Traore :
Objet : Facture #378930
Bonjour Michel Gosselin, votre paiement par carte JCB 15 digit terminée par 5823 a été enregistré le 2025-05-16.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte JCB 15 digit terminée par 5823 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Transaction #421366:
- Client : Danielle Vallée de Loiseau
- Montant : 1571 MAD
- Destinataire : IBAN FR1439041779247562350687561
- Date : 2025-02-19","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON>
- Montant : 1571 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Lucy Berger de Lambert
- CIN : YT89637
- Date de naissance : 28/01/1997
- Adresse : rue Girard, 53114 Delattre-sur-Colin","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : rue <PERSON>, <DATE_TIME> Delattre-sur-Colin","['DATE_TIME', 'PERSON', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'faible']"
"Email de Cordier :
Objet : Facture #509511
Bonjour Alexandre Guichard-Bertin, votre paiement par carte VISA 19 digit terminée par 1146 a été enregistré le 2025-05-04.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte VISA 19 digit terminée par 1146 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Hoareau Bodin et Fils :
Objet : Facture #954509
Bonjour Suzanne Clément, votre paiement par carte JCB 15 digit terminée par 3365 a été enregistré le 2025-05-14.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte JCB 15 digit terminée par 3365 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Nicolas Bazin
- CIN : QA86180
- Date de naissance : 15/09/1963
- Adresse : 606, chemin Courtois, 44399 Sainte Pauline","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 606, chemin Courtois, <DATE_TIME> <PERSON>","['DATE_TIME', 'PERSON', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'moyen', 'faible']"
"Transaction #518484:
- Client : Lucy Leroy
- Montant : 3036 MAD
- Destinataire : IBAN FR5156328419701731340776549
- Date : 2025-01-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 3036 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Louis Lefebvre
- CIN : KJ33739
- Date de naissance : 12/04/2000
- Adresse : chemin de Guillaume, 55305 Guichard","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : chemin <PERSON>, <LOCATION>","['DATE_TIME', 'PERSON', 'PERSON', 'LOCATION', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Nicolas François-Guyot
- CIN : GC74404
- Date de naissance : 31/01/2017
- Adresse : chemin Catherine Blanc, 46126 Sainte Émile","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : chemin <PERSON>, <DATE_TIME> Sainte Émile","['DATE_TIME', 'PERSON', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Olivier Guyot
- CIN : LQ09168
- Date de naissance : 14/05/2015
- Adresse : rue Aimé Michel, 88604 Gomez","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : rue Aimé Michel, <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Audrey de la Rey
- CIN : LC98850
- Téléphone : +212612853458
- Adresse : 19, boulevard Delorme, 32803 Deschamps
- Email : marianne99@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 19, boulevard Delorme, 32803 <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Stéphane de Guillaume
- CIN : LY09569
- Date de naissance : 01/02/1936
- Adresse : 822, rue Jourdan, 02361 Lambert","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 822, rue Jourdan, <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Émile-Luc Chauveau
- CIN : KM93706
- Téléphone : +212645321480
- Adresse : 499, boulevard Aurélie Carre, 93992 Alexandre
- Email : helene46@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : Émile-Luc Chauveau
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 499, boulevard <PERSON>, <DATE_TIME> <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Gérard Dumont
- CIN : MQ15038
- Téléphone : +212604704073
- Adresse : 36, avenue Lorraine Peltier, 68207 Sainte Victoire-sur-Mer
- Email : mathilde08@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 36, avenue <PERSON>, <DATE_TIME> <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Benoît du Toussaint
- CIN : QB55903
- Téléphone : +212613449432
- Adresse : 489, chemin de Perez, 60169 Saint Pauline-la-Forêt
- Email : remynoel@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : Benoît du Toussaint
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 489, chemin <PERSON>, 60169 <PERSON>
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Voisin S.A. :
Objet : Facture #213251
Bonjour Arnaude Vaillant, votre paiement par carte Discover terminée par 6560 a été enregistré le 2025-05-25.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON>
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Arnaude Vaillant, votre paiement par carte Discover terminée par 6560 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Élodie-Alex Martins
- CIN : HQ97550
- Date de naissance : 03/10/2013
- Adresse : 35, chemin Benard, 97425 GimenezBourg","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Élodie-Alex Martins
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 35, chemin <PERSON>, 97425 GimenezBourg","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Email de Bernier Olivier S.A. :
Objet : Facture #540052
Bonjour Paul Chevalier, votre paiement par carte JCB 16 digit terminée par 3768 a été enregistré le 2025-05-24.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte JCB 16 digit terminée par 3768 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Email de Gérard Garcia S.A.R.L. :
Objet : Facture #936080
Bonjour Michèle Benard, votre paiement par carte Discover terminée par 2738 a été enregistré le 2025-05-03.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> S.A.R.L. :
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Michèle Benard, votre paiement par carte Discover terminée par 2738 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible']"
"Transaction #817145:
- Client : Maryse Chevallier de Dupont
- Montant : 5212 MAD
- Destinataire : IBAN FR3632835027137480898786778
- Date : 2025-02-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON>
- Montant : 5212 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'IN_PAN', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Alfred Daniel
- CIN : SQ05788
- Date de naissance : 13/01/1943
- Adresse : 81, rue de Leroux, 81626 Thierry","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 81, rue de Leroux, <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Email de Leconte :
Objet : Facture #968757
Bonjour Adrienne Robert, votre paiement par carte VISA 16 digit terminée par 3143 a été enregistré le 2025-05-03.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 16 digit terminée par 3143 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Véronique Cousin
- CIN : LD66207
- Date de naissance : 29/08/1913
- Adresse : 99, rue Léger, 17814 Sainte Thierry","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Véronique Cousin
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 99, <PERSON>, 17814 Sainte Thierry","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Transaction #229882:
- Client : Élodie Bonneau
- Montant : 3892 MAD
- Destinataire : IBAN FR4363352423122196366924248
- Date : 2025-05-05","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <LOCATION>
- Montant : 3892 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'LOCATION', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'faible', 'faible']"
"Email de Devaux S.A. :
Objet : Facture #802559
Bonjour Michel du Verdier, votre paiement par carte Mastercard terminée par 0489 a été enregistré le 2025-05-19.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON>
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Michel du Verdier, votre paiement par carte <IN_PAN> terminée par 0489 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #145977:
- Client : Roland Pages
- Montant : 6001 MAD
- Destinataire : IBAN FR7787026761550672779145625
- Date : 2025-04-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 6001 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Email de Mercier :
Objet : Facture #56526
Bonjour Adèle Dupuis, votre paiement par carte VISA 16 digit terminée par 1704 a été enregistré le 2025-05-16.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON>
Objet : Facture #56526
<PERSON>, votre paiement par carte VISA 16 digit terminée par <DATE_TIME> a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'DATE_TIME', 'IN_PAN']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Pauline Laporte-Bruneau
- CIN : OH91355
- Date de naissance : 06/09/1916
- Adresse : 733, avenue Martel, 78564 Bazin-sur-Mer","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>-Bruneau
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 733, avenue <PERSON>, 78564 Bazin-sur-Mer","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Transaction #133321:
- Client : Luc Valentin
- Montant : 3591 MAD
- Destinataire : IBAN FR8848875165816959619227183
- Date : 2025-05-16","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : Luc <PERSON> : 3591 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Anaïs Lebrun
- CIN : TU20330
- Téléphone : +212619873356
- Adresse : 83, rue de Lemaître, 20628 Sainte Patrick
- Email : zhamon@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 83, rue de Lemaître, 20628 <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Dorothée Nguyen
- CIN : HY88349
- Téléphone : +212613714540
- Adresse : 29, chemin Foucher, 41191 Hervé
- Email : thibautmarques@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 29, chemin Foucher, 41191 <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Zacharie Dupré de la Teixeira
- CIN : VT45876
- Date de naissance : 10/07/1942
- Adresse : 261, rue de Thomas, 44291 Pierre-sur-Diaz","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 261, <LOCATION>, <DATE_TIME> Pierre-sur-Diaz","['DATE_TIME', 'PERSON', 'LOCATION', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Adrien Renaud
- CIN : UT23872
- Date de naissance : 25/08/1967
- Adresse : rue Nicolas Lesage, 34458 Hardyboeuf","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : rue <PERSON>, <DATE_TIME> Hardyboeuf","['DATE_TIME', 'PERSON', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Laure-Frédérique Chrétien
- CIN : UP37642
- Date de naissance : 04/09/1959
- Adresse : 95, rue Duval, 33370 Saint Michèle","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 95, rue Duval, <DATE_TIME> <PERSON>","['DATE_TIME', 'PERSON', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE', 'IN_PAN']","['faible', 'moyen', 'faible', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Brigitte du Benoit
- CIN : VJ40097
- Date de naissance : 22/04/2001
- Adresse : 80, chemin Leconte, 11577 MaillardBourg","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 80, chemin <PERSON>, 11577 MaillardBourg","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Document d'identité :
- Nom : Véronique Couturier
- CIN : QD31863
- Date de naissance : 09/01/2012
- Adresse : 28, boulevard Élisabeth Barthelemy, 07376 GiraudVille","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Véronique Couturier
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 28, boulevard <LOCATION>, 07376 GiraudVille","['DATE_TIME', 'LOCATION', 'US_DRIVER_LICENSE', 'IN_PAN']","['faible', 'faible', 'faible', 'faible']"
"Email de Maillard :
Objet : Facture #97690
Bonjour Pénélope Maillet, votre paiement par carte American Express terminée par 4119 a été enregistré le 2025-05-12.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #97690
Bonjour Pénélope Maillet, votre paiement par carte American Express terminée par 4119 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'faible', 'faible']"
"Email de Antoine Martinez S.A.S. :
Objet : Facture #270988
Bonjour Guy Dupuis, votre paiement par carte VISA 16 digit terminée par 7978 a été enregistré le 2025-05-14.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> S.A.S. :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 16 digit terminée par <DATE_TIME> a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Marin S.A.R.L. :
Objet : Facture #747385
Bonjour Claudine Bouchet, votre paiement par carte VISA 16 digit terminée par 2730 a été enregistré le 2025-05-07.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Claudine Bouchet, votre paiement par carte VISA 16 digit terminée par <DATE_TIME> a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #297871:
- Client : Jeannine du Moulin
- Montant : 5484 MAD
- Destinataire : IBAN FR3793169606265660609065154
- Date : 2025-02-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 5484 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Email de Renaud S.A. :
Objet : Facture #827113
Bonjour Léon Diallo-Gillet, votre paiement par carte VISA 16 digit terminée par 1877 a été enregistré le 2025-05-02.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Léon Diallo-Gillet, votre paiement par carte VISA 16 digit terminée par 1877 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Margaret Guillon
- CIN : AN34901
- Téléphone : +212657834637
- Adresse : 67, boulevard de Collet, 97434 Lacroix
- Email : kriou@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 67, boulevard de Collet, 97434 <PERSON>
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Isaac de Blanc
- CIN : AY63222
- Date de naissance : 19/10/1919
- Adresse : 99, rue de Dubois, 12899 Vincent","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 99, rue de Dubois, 12899 Vincent","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Jeanne Chevallier
- CIN : DH68896
- Date de naissance : 26/08/1983
- Adresse : 3, rue de Hoarau, 24209 Saint Victor","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 3, <LOCATION>, 24209 Saint Victor","['DATE_TIME', 'PERSON', 'LOCATION', 'US_DRIVER_LICENSE', 'IN_PAN']","['faible', 'moyen', 'faible', 'faible', 'faible']"
